z5194994,onelayer,0.9272232768691588,0.9262820512820513
z5194994,onelayer,0.9280629380841121,0.930488782051282
z5194994,twolayer,0.1138471086448598,0.10987580128205128
z5194994,twolayer,0.11350029205607477,0.1155849358974359
z5194994,twolayer,0.11351854556074767,0.11408253205128205
z5194994,onelayer,0.9266209112149533,0.9312900641025641
z5194994,onelayer,0.9257995035046729,0.9256810897435898
z5194994,onelayer,0.9271320093457944,0.92578125
z5194994,twolayer,0.8747444509345794,0.8767027243589743
z5194994,twolayer,0.8734849591121495,0.8752003205128205
z5194994,twolayer,0.8517815420560748,0.8541666666666666
z5194994,onelayer,0.8868100175233645,0.8889222756410257
z5194994,onelayer,0.8848933995327103,0.882011217948718
